Stn,date,year,julianweek,month,chl,temp,TKN,TP,Secchi,Kd,TotalPhyto
B,1/8/1990,1990,30,8,23.67,24.4,,,1.1,1.73,
B,9/8/1990,1990,32,8,43.92,23.6,0.84,0.045,0.75,1.96,5959
B,23/08/1990,1990,34,8,51.1,22.3,0.83,0.06,0.75,2.14,12455
B,5/9/1990,1990,36,9,34.28,22.4,0.79,0.063,0.75,1.68,7815
B,19/09/1990,1990,38,9,31,16.8,0.87,0.062,1,1.8,9330
B,3/10/1990,1990,40,10,28.79,13.9,0.83,0.05,1,1.64,6606
B,17/10/1990,1990,42,10,30.21,12.3,0.78,0.04,1.5,1.48,5283
B,8/5/1991,1991,18,5,13.87,12.6,0.51,0.027,1.25,1.22,5219
B,23/05/1991,1991,20,5,6.53,19.6,0.47,0.018,2,0.84,1843
B,5/6/1991,1991,22,6,6.18,21.6,0.52,0.023,1.75,1,1502
B,19/06/1991,1991,24,6,9.51,23.8,0.51,0.022,2,0.92,1690
B,4/7/1991,1991,26,7,18.46,23.2,0.64,0.03,1.5,1.33,4807
B,17/07/1991,1991,28,7,39.23,23.5,0.85,0.053,1.2,1.78,15321
B,30/07/1991,1991,30,7,36.67,23.4,0.68,0.048,1,2.12,23647
B,14/08/1991,1991,32,8,35.4,22.6,0.3,0.006,1,1.56,9895
B,27/08/1991,1991,34,8,31.58,23,0.81,0.056,0.75,1.54,10281
B,10/9/1991,1991,36,9,40.38,22.9,0.85,0.057,0.75,1.9,7730
B,23/09/1991,1991,38,9,46.64,17.7,1.26,0.074,,,14274
B,8/10/1991,1991,40,10,32.53,12.4,0.86,0.041,0.85,1.66,7909
B,22/10/1991,1991,42,10,20.96,10.1,0.71,0.037,1.1,1.24,3267
B,6/5/1992,1992,18,5,7.04,9.8,0.5,0.019,1.75,0.92,2406
B,21/05/1992,1992,20,5,7.18,19,0.46,0.017,1.75,0.82,3987
B,3/6/1992,1992,22,6,9.96,17.5,0.51,0.024,1.5,0.83,3802
B,17/06/1992,1992,24,6,8.76,21,0.61,0.032,1.5,0.88,2212
B,1/7/1992,1992,26,7,12.94,19.8,0.58,0.027,1.7,1.05,5080
B,15/07/1992,1992,28,7,21.78,20.5,0.69,0.034,1.5,0.67,7668
B,29/07/1992,1992,30,7,33.6,21.5,0.86,0.044,1,1.95,13672
B,12/8/1992,1992,32,8,34.04,21.5,0.81,0.042,0.9,1.74,8805
B,26/08/1992,1992,34,8,43.63,23.2,0.98,0.041,0.75,1.65,10678
B,9/9/1992,1992,36,9,26.55,19,0.8,0.039,1,1.65,7070
B,22/09/1992,1992,38,9,21.01,19.5,0.65,0.035,1.25,,6025
B,29/09/1992,1992,40,9,30.7,15.8,,,1,1.57,
B,6/10/1992,1992,40,10,19.33,12.9,0.57,0.03,1.25,1.01,5581
B,21/10/1992,1992,42,10,13.59,8.4,0.59,0.025,1.25,1.16,3983
B,5/5/1993,1993,18,5,7.58,12.3,0.44,0.02,1.6,1.28,2256
B,19/05/1993,1993,20,5,8.4,15.4,0.5,0.02,1.5,0.88,4010
B,2/6/1993,1993,22,6,7.12,14.9,0.52,0.022,1.5,0.81,3825
B,16/06/1993,1993,24,6,9.13,20.2,0.54,0.036,1.5,,3014
B,30/06/1993,1993,26,6,9.98,22.4,0.52,0.028,2,0.84,1570
B,14/07/1993,1993,28,7,18.56,25,0.6,0.04,1.25,1.24,5715
B,28/07/1993,1993,30,7,18.07,23.1,0.64,0.054,1,1.34,9269
B,11/8/1993,1993,32,8,20.97,23,0.64,0.032,1.75,1.22,3745
B,25/08/1993,1993,34,8,30.49,23.4,0.74,0.048,1,1.6,5089
B,9/9/1993,1993,36,9,42.4,21.5,1.5,0.054,1,1.65,12923
B,21/09/1993,1993,38,9,45.07,16.4,0.94,0.052,0.9,2.44,13809
B,5/10/1993,1993,40,10,30.96,11.5,0.8,0.066,0.75,2.26,10432
B,19/10/1993,1993,42,10,14.65,10.8,0.7,0.038,1,1.45,6415
B,11/5/1994,1994,18,5,12.01,12.5,0.54,0.026,2,1.03,5107
B,17/05/1994,1994,20,5,15.13,12,,,1.75,0.97,6076
B,1/6/1994,1994,22,6,10.79,16.9,0.46,0.024,1.8,1.21,5330
B,15/06/1994,1994,24,6,5.52,20.7,0.44,0.018,2,0.88,1234
B,29/06/1994,1994,26,6,10.91,21.3,0.56,0.03,2,1.04,2652
B,13/07/1994,1994,28,7,58.81,24,0.66,0.044,1.25,1.57,8008
B,27/07/1994,1994,30,7,44.62,24.7,0.86,0.062,0.75,1.99,12357
B,10/8/1994,1994,32,8,48.48,22.8,0.88,0.046,0.75,2.1,18034
B,24/08/1994,1994,34,8,34.68,21.9,0.9,0.034,0.75,2.33,6473
B,8/9/1994,1994,36,9,29.13,18.7,0.82,0.046,0.75,0.92,21876
B,20/09/1994,1994,38,9,26.81,18.4,0.74,0.04,1,1.67,7799
B,4/10/1994,1994,40,10,24.43,14.2,0.64,0.036,1,1.57,
B,10/10/1994,1994,40,10,,,,,,,6732
B,18/10/1994,1994,42,10,13.52,12.4,0.68,0.024,1.5,1.76,5557
B,2/5/1995,1995,18,5,5.18,10.2,0.48,0.018,2.25,0.85,1333
B,16/05/1995,1995,20,5,8.13,14.4,0.46,0.01,1.75,1.03,1486
B,31/05/1995,1995,22,5,6.5,17.6,0.46,0.016,2,0.83,879
B,16/06/1995,1995,24,6,11.25,21.3,0.46,0.022,0.75,0.98,7163
B,27/06/1995,1995,26,6,7.11,25,0.48,0.022,1,0.96,1378
B,14/07/1995,1995,28,7,20.6,23.6,0.7,0.034,1.5,1.15,3480
B,26/07/1995,1995,30,7,20.83,24.8,0.66,0.042,1.5,1.38,4379
B,9/8/1995,1995,32,8,36.17,24.6,0.62,0.042,1,1.54,21380
B,22/08/1995,1995,34,8,24.13,25.2,0.62,0.01,0.75,1.84,10449
B,6/9/1995,1995,36,9,23.87,21.3,0.72,0.036,1,1.51,6748
B,19/09/1995,1995,38,9,17.78,17.4,0.68,0.034,1.5,1.09,5672
B,3/10/1995,1995,40,10,13.59,15.9,0.58,0.016,1.5,0.94,2881
B,20/10/1995,1995,42,10,15.53,11.8,0.74,0.044,1.3,1.59,5543
B,9/5/1996,1996,18,5,3.74,12.2,0.42,0.028,2.25,0.85,1880
B,23/05/1996,1996,20,5,5.92,17.1,0.42,0.02,2.25,0.83,1873
B,5/6/1996,1996,22,6,6.66,18.6,0.5,0.026,1.75,0.95,1494
B,19/06/1996,1996,24,6,3.64,22.5,0.52,0.026,2.25,0.88,251
B,4/7/1996,1996,26,7,7.21,22,0.5,0.024,2,1.08,6217
B,17/07/1996,1996,28,7,3.56,23,0.58,0.042,2,0.97,467
B,31/07/1996,1996,30,7,10.84,23.1,0.68,0.04,2.5,0.91,1380
B,14/08/1996,1996,32,8,10.99,23.6,0.64,0.05,1.5,1.32,1173
B,28/08/1996,1996,34,8,38.19,23,0.86,0.068,1.1,1.71,17902
B,11/9/1996,1996,36,9,5.49,22.1,0.72,0.056,1.25,1.39,1159
B,26/09/1996,1996,38,9,10.74,15.9,0.62,0.092,1.75,1.22,7085
B,8/10/1996,1996,40,10,7.51,13.7,0.5,0.02,2,0.95,4296
B,24/10/1996,1996,42,10,3.58,10,0.48,0.038,1.9,1.26,826
B,13/05/1997,1997,20,5,2.16,11.5,0.34,0.01,3,0.87,345
B,27/05/1997,1997,22,5,5.39,14.4,0.38,0.016,3,0.87,1338
B,10/6/1997,1997,24,6,7.57,20.5,0.42,0.01,3,0.77,2191
B,24/06/1997,1997,26,6,13.02,20.5,0.52,0.026,2.3,1.11,9168
B,8/7/1997,1997,28,7,9.88,22.4,0.5,0.032,1.6,1.06,10101
B,22/07/1997,1997,30,7,14.56,23.2,0.44,0.024,2.2,1.02,1639
B,5/8/1997,1997,32,8,16.75,22.7,0.6,0.032,2,1.05,13436
B,19/08/1997,1997,34,8,20.96,21.8,0.68,0.048,1.6,1.34,13909
B,3/9/1997,1997,36,9,12.3,20.8,0.8,0.042,1.5,1.23,2459
B,16/09/1997,1997,38,9,12.92,19.6,0.64,0.034,1.5,1.22,9439
B,30/09/1997,1997,40,9,6.06,14.6,0.56,0.028,1.5,0.96,1491
B,14/10/1997,1997,42,10,8.9,14.5,0.58,0.028,1.75,1.08,1610
B,27/10/1997,1997,42,10,4.64,7,0.58,0.024,2.25,0.76,
B,12/5/1998,1998,18,5,7.44,16.6,0.46,0.016,2,0.98,1522
B,26/05/1998,1998,20,5,6.42,19.4,0.56,0.034,2.5,0.87,807
B,9/6/1998,1998,22,6,4.35,18.2,0.38,0.02,2.25,0.94,4024
B,24/06/1998,1998,26,6,4.26,24.7,0.52,0.026,4.25,0.69,294
B,7/7/1998,1998,26,7,12.92,22.2,0.64,0.062,2,2.82,5474
B,22/07/1998,1998,30,7,19.66,25.3,0.58,0.056,1.25,1.28,19382
B,5/8/1998,1998,32,8,16.21,24.7,0.74,0.034,1.75,1.03,6342
B,19/08/1998,1998,34,8,44.41,23.1,0.86,0.088,1,1.87,9847
B,1/9/1998,1998,34,9,20.44,22,0.72,0.056,1,1.48,9075
B,14/09/1998,1998,36,9,32.11,20,0.72,0.058,1.25,1.4,27666
B,30/09/1998,1998,40,9,26.57,17.9,0.64,0.048,0.75,1.61,19362
B,15/10/1998,1998,42,10,12.59,13.4,0.6,0.032,1.5,0.95,7203
B,29/10/1998,1998,44,10,9.33,10.5,0.58,0.03,1.5,1.14,4648
B,4/5/1999,1999,18,5,2.98,17.5,0.42,0.014,2.5,0.75,875
B,18/05/1999,1999,20,5,1.27,18.8,0.44,0.016,3,0.58,301
B,1/6/1999,1999,22,6,4.38,19.8,0.48,0.02,1.75,0.91,4619
B,15/06/1999,1999,24,6,6.28,23.4,0.6,0.034,1.25,1.23,399
B,29/06/1999,1999,26,6,8.62,25,0.56,0.028,3.25,0.69,2233
B,13/07/1999,1999,28,7,8.24,23.2,0.54,0.032,1.75,0.93,13721
B,27/07/1999,1999,30,7,32.37,26,0.74,0.056,1,1.68,12167
B,10/8/1999,1999,32,8,28.83,21.8,0.6,0.036,0.75,1.83,32591
B,24/08/1999,1999,34,8,18.43,22.6,0.88,0.06,1,1.49,8864
B,8/9/1999,1999,36,9,24.91,23.3,0.76,0.064,1,1.38,3190
B,21/09/1999,1999,38,9,21.05,18.5,0.86,0.066,1,1.26,8587
B,6/10/1999,1999,40,10,15.86,13.7,0.64,0.044,1,1.33,5009
B,19/10/1999,1999,42,10,8.9,11.8,0.6,0.032,1.75,1.04,3714
B,8/5/2000,2000,18,5,2.38,17,0.44,0.014,2.75,0.72,386
B,23/05/2000,2000,20,5,2.76,14.5,0.42,0.02,2.5,1.13,185
B,6/6/2000,2000,22,6,7.58,17.4,,,1.75,0.85,1703
B,19/06/2000,2000,24,6,9.98,20.1,0.52,0.034,2.25,0.99,1483
B,4/7/2000,2000,26,7,7.16,22.3,0.56,0.036,1.33,1.14,814
B,17/07/2000,2000,28,7,21.73,22.3,0.64,0.038,1.5,0.71,7601
B,31/07/2000,2000,30,7,7.53,25.8,0.6,0.036,2,0.86,513
B,1/8/2000,,,,,,,,,,
B,14/08/2000,2000,32,8,14.76,24.3,0.6,0.044,1.75,0.75,2793
B,28/08/2000,2000,34,8,18.99,22,0.56,0.036,1.5,1.16,1602
B,11/9/2000,2000,36,9,15.21,21.6,0.58,0.064,1.75,1.01,2962
B,25/09/2000,2000,38,9,15.43,16.3,0.62,0.04,1.5,0.56,3526
B,10/10/2000,2000,40,10,11.4,11.6,0.6,0.028,1.5,1.02,3898
B,23/10/2000,2000,42,10,14.33,11.6,0.58,0.024,1.75,0.71,2849
B,8/5/2001,2001,18,5,3.05,15.9,0.46,0.016,3,0.7,757.44
B,23/05/2001,2001,20,5,9.23,17,0.5,0.026,2.25,0.9,1407.87
B,5/6/2001,2001,22,6,13.3,17.2,0.52,0.028,1.75,1.02,4624.67
B,19/06/2001,2001,24,6,5.11,22.8,0.44,0.024,2.25,0.67,533.78
B,4/7/2001,2001,26,7,7.55,21.5,0.56,0.052,1.75,1.03,685.8
B,17/07/2001,2001,28,7,5.18,22.4,0.64,0.052,2.5,0.83,1135.68
B,31/07/2001,2001,30,7,13.19,24.2,0.6,0.036,4,0.83,5772.96
B,14/08/2001,2001,32,8,23.69,25.2,0.68,0.046,1.5,1.21,4979.28
B,28/08/2001,2001,34,8,39.16,22.7,0.68,0.072,1.1,1.63,8322.22
B,13/09/2001,2001,36,9,26.48,21.4,0.68,0.08,0.75,1.6,11654.89
B,25/09/2001,2001,38,9,14.22,18.3,0.64,0.068,1.25,1.27,1970.8
B,10/10/2001,2001,40,10,20.75,12.4,0.6,0.056,1.25,1.27,6617.91
B,23/10/2001,2001,42,10,16.22,11.3,0.56,0.032,1.75,0.85,5872.18
B,7/5/2002,2002,18,5,1.96,11.1,0.5,0.014,3.5,0.78,340.26
B,22/05/2002,2002,20,5,2.09,11.8,0.44,0.014,2.75,0.7,275.18
B,4/6/2002,2002,22,6,6.61,18.1,0.48,0.016,2.5,0.79,1159.7
B,18/06/2002,2002,24,6,3.01,18.6,0.59,0.03,3.25,0.87,386.46
B,3/7/2002,2002,26,7,5.59,26.4,0.52,0.027,2.5,1.01,994.83
B,16/07/2002,2002,28,7,8.43,24,0.49,0.024,1.75,0.97,10816.6
B,30/07/2002,2002,30,7,18.62,25,0.63,0.044,1.75,1.11,7273.54
B,13/08/2002,2002,32,8,14.3,25.2,0.62,0.037,1.25,0.77,6046.52
B,27/08/2002,2002,34,8,24.9,22.8,0.55,0.053,1.25,1.33,11075.01
B,9/9/2002,2002,36,9,16.67,23.8,0.61,0.03,1.5,1.06,5843.33
B,24/09/2002,2002,38,9,20.06,20.7,0.62,0.037,1.25,1.23,7301.54
B,8/10/2002,2002,40,10,26.87,15.7,0.63,0.039,1.25,1.64,7624.41
B,29/10/2002,2002,44,10,8.82,7.9,0.47,0.031,2.5,0.67,1127.3
B,6/5/2003,2003,18,5,6.15,12.9,0.46,0.016,2.25,0.67,1700.01
B,21/05/2003,2003,20,5,7.65,16.6,0.48,0.02,2.25,0.8,1791.75
B,3/6/2003,2003,22,6,7.68,17.4,0.49,0.02,2.25,0.77,1899.4
B,17/06/2003,2003,24,6,9.96,20.7,0.51,0.022,2.25,0.75,2288.61
B,3/7/2003,2003,26,7,3.92,24.4,0.6,0.026,2.25,0.71,658.56
B,15/07/2003,2003,28,7,13.51,22.8,0.59,0.041,2,0.72,3594.49
B,30/07/2003,2003,30,7,12.68,23,0.52,0.04,1.5,1.04,4964.37
B,13/08/2003,2003,32,8,9.99,25.6,,,1.75,0.84,4000.28
B,26/08/2003,2003,34,8,21.58,23.5,0.68,0.048,1.5,0.94,5804.22
B,9/9/2003,2003,36,9,22.19,20.5,0.63,0.04,1.25,0.96,6384.86
B,23/09/2003,2003,38,9,28.26,19.2,0.69,0.046,1.25,0.78,5508.34
B,7/10/2003,2003,40,10,12.74,11.7,0.61,0.029,1.75,0.88,4399.06
B,22/10/2003,2003,42,10,12.97,10.1,0.57,0.025,2,0.93,2396.36
B,11/5/2004,2004,18,5,3,14.4,0.4,0.015,4.25,0.62,500.07
B,18/05/2004,2004,20,5,4.59,18.8,0.38,0.015,2.5,0.67,634.99
B,1/6/2004,2004,22,6,8.21,22,0.49,0.027,1.75,0.9,1383.8
B,15/06/2004,2004,24,6,6.16,16.9,0.47,0.028,2,0.85,861.25
B,29/06/2004,2004,26,6,21.44,19.6,,,1.25,1.25,6379.18
B,13/07/2004,2004,28,7,11.55,23.4,0.49,0.038,1.75,0.89,2583.69
B,27/07/2004,2004,30,7,12.81,23.3,0.48,0.036,1.5,0.9,2970.85
B,11/8/2004,2004,32,8,12.43,22.4,0.5,0.04,1.5,1.26,2989.25
B,24/08/2004,2004,34,8,12.37,21,0.53,0.053,1.25,1.18,2968.44
B,8/9/2004,2004,36,9,21.63,22.2,0.52,0.038,1.25,1.08,3345.62
B,21/09/2004,2004,38,9,16.23,18.8,0.54,0.031,1.5,1.21,6202.68
B,5/10/2004,2004,40,10,21.69,15.9,0.62,0.044,1,1.46,7301.38
B,20/10/2004,2004,42,10,25.53,10.5,0.55,0.042,1,1.34,10950.85
B,3/5/2005,2005,18,5,2.51,9.8,0.36,0.016,2.25,0.73,289.65
B,17/05/2005,2005,20,5,9.55,14.3,0.4,0.022,1.75,0.92,2300.06
B,31/05/2005,2005,22,5,5.71,18.2,0.41,0.02,2.5,0.7,1937.02
B,14/06/2005,2005,24,6,5.5,25,0.45,0.027,2.75,0.61,1286.13
B,28/06/2005,2005,26,6,4.08,26.2,0.47,0.023,3,0.69,2714.82
B,12/7/2005,2005,28,7,7.98,25.4,0.43,0.022,2,0.92,4047.68
B,26/07/2005,2005,30,7,32.52,26.1,0.78,0.047,1,1.58,4680.24
B,9/8/2005,2005,32,8,30.97,26.2,0.73,0.064,1,1.44,8181.44
B,23/08/2005,2005,34,8,38.57,22.2,0.71,0.06,1,1.85,13951.79
B,7/9/2005,2005,36,9,41.16,22.5,0.96,0.067,0.75,1.75,9191.23
B,21/09/2005,2005,38,9,51.54,21,0.9,0.072,0.75,2.23,8484.45
B,4/10/2005,2005,40,10,69.82,18.8,1.08,0.048,0.5,1.61,12336.61
B,18/10/2005,2005,42,10,25.7,12.8,0.67,0.039,1.25,1.94,5826.39
B,2/5/2006,2006,18,5,5.18,13.4,0.6,0.01,3,0.84,2500.35
B,16/05/2006,2006,20,5,5.84,16.7,0.4,0.017,1.75,0.91,2208.87
B,30/05/2006,2006,22,5,3.23,20.5,0.46,0.017,2.75,0.7,816.62
B,13/06/2006,2006,24,6,7.07,18.7,0.82,0.064,1.75,0.91,2021.13
B,27/06/2006,2006,26,6,9.67,23.8,0.53,0.026,1.5,1.07,2542
B,11/7/2006,2006,28,7,11.89,23.7,0.55,0.039,1.25,2.17,2076.84
B,26/07/2006,2006,30,7,27.11,25.2,0.7,0.059,1.3,1.43,3383.86
B,9/8/2006,2006,32,8,29.29,25.3,0.78,0.054,1,1.71,9187.57
B,22/08/2006,2006,34,8,41.03,22.7,0.83,0.063,0.6,1.77,7479.85
B,6/9/2006,2006,36,9,35.8,19.2,0.63,0.043,0.8,1.41,7097.13
B,19/09/2006,2006,38,9,23.23,19.3,0.7,0.035,1.25,1.21,5321.29
B,3/10/2006,2006,40,10,19.7,15.3,0.63,0.037,1,1.24,5306
B,18/10/2006,2006,42,10,11.08,10.4,0.6,0.026,1.25,1.09,2308.09
B,1/5/2007,2007,18,5,2.56,12.3,0.41,0.013,1.75,0.9,576.4
B,16/05/2007,2007,20,5,7.9,15.9,0.48,0.021,1.75,1.68,1963.98
B,26/05/2007,2007,20,5,,,,,,,2489.8
B,29/05/2007,2007,22,5,6.89,18.4,0.5,0.018,2.5,0.78,2226.61
B,12/6/2007,2007,24,6,3.94,22.7,0.47,0.021,2.5,0.76,4230.77
B,26/06/2007,2007,26,6,7.54,23.1,0.53,0.031,1.75,0.95,
B,10/7/2007,2007,28,7,19.76,23.3,0.69,0.051,1.5,0.89,6419.55
B,24/07/2007,2007,30,7,15.24,22.7,0.54,0.046,1.25,1.17,4634.3
B,8/8/2007,2007,32,8,43.98,25.2,0.87,0.077,2.75,1.97,12726.59
B,22/08/2007,2007,34,8,24.4,20.2,0.7,0.069,0.5,1.97,6164.3
B,5/9/2007,2007,36,9,19.42,21.6,0.71,0.059,1.25,1.27,5714.37
B,18/09/2007,2007,38,9,21.61,18.4,0.7,0.049,1.25,1.4,6200.52
B,2/10/2007,2007,40,10,23.4,18.7,0.68,0.045,1,1.73,11409.11
B,16/10/2007,2007,42,10,13.68,13.5,0.63,0.036,1.25,1.4,3514.1
B,6/5/2008,2008,18,5,4.31,12.6,0.46,0.017,1.75,0.88,777.56
B,21/05/2008,2008,20,5,6.78,14,0.44,0.023,2,0.77,2271.9
B,3/6/2008,2008,22,6,7.31,17.2,0.51,0.021,2,0.78,3154.79
B,17/06/2008,2008,24,6,9.73,23,0.56,0.028,1.75,0.87,3149.11
B,3/7/2008,2008,26,7,13.1,23.1,0.58,0.047,1,1.29,6701.5
B,15/07/2008,2008,28,7,18.35,23.3,0.72,0.056,1.25,1.32,11540.85
B,29/07/2008,2008,30,7,13.64,24,0.55,0.04,1,1.07,2847.01
B,12/8/2008,2008,32,8,12.25,22.9,1.02,0.033,1.5,0.92,3292.76
B,26/08/2008,2008,34,8,11.18,22.5,0.73,0.101,1.25,1.42,1570.33
B,9/9/2008,2008,36,9,18.98,21.6,0.56,0.046,1.5,1.35,4349.34
B,23/09/2008,2008,38,9,8.92,18.6,0.53,0.027,1.75,0.92,4500.52
B,8/10/2008,2008,40,10,11.65,14.3,0.52,0.025,1.75,0.79,4847.65
B,21/10/2008,2008,42,10,10.2,12.9,0.53,0.023,1.5,0.91,1115.63
B,12/5/2009,2009,18,5,4.93,15,0.45,0.019,2.5,0.86,1012.3
B,26/05/2009,2009,20,5,5.07,16.7,0.53,0.021,1.75,0.97,1450.39
B,9/6/2009,2009,22,6,6.37,17.5,0.49,0.023,2,0.79,1295.01
B,23/06/2009,2009,24,6,12.88,21.8,0.6,0.032,1.75,0.9,3042.21
B,7/7/2009,2009,26,7,13.55,21.9,0.54,0.036,1.5,1.07,16083.01
B,21/07/2009,2009,28,7,4.25,22.3,0.53,0.037,2,0.89,710.19
B,5/8/2009,2009,32,8,18.3,23.6,0.49,0.036,1.75,1.07,3878.44
B,19/08/2009,2009,34,8,16.53,25.6,0.49,0.033,1.25,1.17,3713.98
B,1/9/2009,2009,34,9,11.2,20.62,0.46,0.03,1.5,1,4134.21
B,15/09/2009,2009,36,9,14.97,21.1,0.57,0.035,1.5,1.13,4653.92
B,29/09/2009,2009,38,9,15.97,17.07,0.55,0.036,1.25,1.13,3846.03
B,14/10/2009,2009,42,10,8.03,10.5,0.43,0.016,2.25,0.75,1364.13
B,27/10/2009,2009,42,10,5.05,8.43,0.38,0.013,2.5,0.7,692.71
B,11/5/2010,2010,18,5,6.77,13.15,0.44,0.013,2.25,0.81,1124.92
B,27/05/2010,2010,22,5,3.72,23.08,0.38,0.015,3.5,0.67,1079.11
B,9/6/2010,2010,22,6,17.84,20.52,0.57,0.032,1.75,1.06,9176.72
B,22/06/2010,2010,24,6,8.01,22.8,0.58,0.032,2,0.87,1724.13
B,7/7/2010,2010,26,7,5.7,25.4,0.56,0.027,1.75,0.88,2004.86
B,21/07/2010,2010,28,7,13.87,26.65,0.57,0.036,1.65,1.05,2975.09
B,4/8/2010,2010,30,8,16.62,25.3,0.61,0.047,1.5,1.39,3596.27
B,17/08/2010,2010,32,8,28.57,24.4,0.65,0.051,1,1.4,5581.44
B,31/08/2010,2010,34,8,13.26,23.8,0.57,0.029,1.5,1.08,3575.55
B,14/09/2010,2010,36,9,15,18.3,0.58,0.037,1.25,1.29,4185.1
B,29/09/2010,2010,38,9,12.36,17,0.59,0.03,1,1.26,2108.14
B,13/10/2010,2010,40,10,7.84,13.72,0.53,0.025,1.5,0.98,1450.46
B,27/10/2010,2010,42,10,8.04,10.75,0.45,0.024,2,0.83,1082.75
B,11/5/2011,2011,18,5,8.52,13.97,0.46,0.014,2,0.74,2337.72
B,25/05/2011,2011,20,5,11.03,18,0.47,0.018,1.75,0.77,2845.28
B,7/6/2011,2011,22,6,6.72,21.3,0.46,0.018,2.25,0.77,1745.18
B,21/06/2011,2011,24,6,7.07,23.76,0.48,0.021,2,0.64,1434.84
B,5/7/2011,2011,26,7,7.06,23.98,0.53,0.032,1.75,0.9,820.26
B,19/07/2011,2011,28,7,17.06,25.6,0.55,0.041,1.25,1.19,3431.73
B,3/8/2011,2011,30,8,25.48,25.1,0.63,0.051,1,1.3,17427.86
B,16/08/2011,2011,32,8,19.56,24.03,0.53,0.029,1.5,1.04,5383.39
B,30/08/2011,2011,34,8,15.03,21.6,0.55,0.036,1.5,1.11,5530.55
B,14/09/2011,2011,36,9,17.16,21.06,0.64,0.035,1.25,1.25,8193.66
B,28/09/2011,2011,38,9,14.73,19.8,0.58,0.028,1.5,1.12,4720.87
B,12/10/2011,2011,40,10,7.35,16.41,0.51,0.02,2,0.75,2029.91
B,25/10/2011,2011,42,10,13.17,10.96,0.56,0.032,1.5,0.95,4017.82
B,26/04/2012,2012,16,4,3.46,9.53,0.4,0.013,2.25,0.68,
B,8/5/2012,2012,18,5,3.76,14.49,0.61,0.031,3.25,0.65,406.03
B,24/05/2012,2012,20,5,2.6,22.89,0.4,0.014,2.75,0.57,416.53
B,5/6/2012,2012,22,6,23.38,18.66,0.61,0.047,1.75,0.88,7009.35
B,19/06/2012,2012,24,6,5.99,22.98,0.58,0.037,1.5,0.98,875.82
B,5/7/2012,2012,26,7,11.86,24.74,0.61,0.042,1.5,1.1,1193.68
B,19/07/2012,2012,28,7,24.87,25.81,0.66,0.055,1,1.51,3308.9
B,2/8/2012,2012,30,8,15.81,25.33,0.53,0.015,1.25,1.28,5271.94
B,15/08/2012,2012,32,8,22.64,24.25,0.58,0.029,1.25,1.28,2825.83
B,28/08/2012,2012,34,8,13.79,23.76,0.29,0.026,1.5,1.23,9596.31
B,11/9/2012,2012,36,9,33.64,21.03,0.66,0.052,1,1.36,3157.95
B,26/09/2012,2012,38,9,22.61,16.29,0.43,0.038,1,1.38,3944.01
B,10/10/2012,2012,40,10,14.98,13.84,0.64,0.021,1.5,0.9,3451.22
B,23/10/2012,2012,42,10,11.6,11.25,,,1.75,0.85,1911.34
B,9/5/2013,2013,18,5,6.49,19.4,0.332,0.014,2,0.81,3668.65
B,23/05/2013,2013,20,5,3.55,18.5,0.387,0.017,2.5,0.7,2482.01
B,4/6/2013,2013,22,6,9.73,19.49,0.461,0.017,2.25,0.83,5153.29
B,19/06/2013,2013,24,6,8.59,20,0.405,0.014,1.5,0.97,1653.12
B,3/7/2013,2013,26,7,18.84,23.1,0.448,0.029,1.75,1.24,3910.26
B,16/07/2013,2013,28,7,7.03,27,0.419,0.0243,1.75,0.92,1539.62
B,31/07/2013,2013,30,7,16.18,23.4,0.444,0.0522,1.25,1.3,3493.58
B,13/08/2013,2013,32,8,8.36,21.3,0.416,0.015,1.5,0.87,2746.08
B,27/08/2013,2013,34,8,8.44,23.03,0.439,0.024,1.5,1.01,2115.82
B,10/9/2013,2013,36,9,16.05,20.38,0.416,0.015,1.25,1.03,2639.93
B,24/09/2013,2013,38,9,12.95,17.03,0.433,0.021,1.75,0.93,3213.5
B,9/10/2013,2013,40,10,14.61,16.1,0.412,0.019,1.75,1.15,4663.05
B,30/10/2013,2013,44,10,5.03,8.02,0.374,0.01,2.25,0.67,1600.92
B,6/5/2014,2014,18,5,3.81,10.54,0.279,0.009,2.25,0.85,979.04
B,21/05/2014,2014,20,5,6.92,16.5,0.492,0.009,2.75,0.85,1114.43
B,3/6/2014,2014,22,6,9.36,21.35,0.361,0.02,2.5,0.75,1217.88
B,18/06/2014,2014,24,6,15.75,21.36,0.483,0.013,1.5,1.16,2962.86
B,3/7/2014,2014,26,7,8.69,error,0.613,0.024,2.25,1.02,1619.61
B,15/07/2014,2014,28,7,10.09,23.04,0.372,0.013,1.75,1.06,2333.51
B,29/07/2014,2014,30,7,10.9,21.14,0.372,0.02,1.5,1.32,2900.42
B,12/8/2014,2014,32,8,3.38,23.94,0.53,0.017,1.75,0.98,616.07
B,26/08/2014,2014,34,8,,23.03,0.407,0.0186,1.9,0.84,1134.38
B,9/9/2014,2014,36,9,6.45,22.59,0.41,0.016,1.5,1,6061.02
B,23/09/2014,2014,38,9,7.09,16.68,0.406,0.02,2,1.03,861.27
B,7/10/2014,2014,40,10,9.03,15.92,0.386,0.019,1.75,0.91,1823.88
B,23/10/2014,2014,42,10,5.44,11.18,0.448,0.0305,2,0.85,424.36
B,6/5/2015,2015,18,5,4.05,15.3,0.389,0.012,2,0.74,555.45
